metric,fiscalYear,high,avg,low,source,retrieved
revenue,2025,3600000000.0,3400000000.0,3100000000.0,https://stockanalysis.com/stocks/sm/forecast/,2026-02-10
revenue,2026,7600000000.0,6400000000.0,3300000000.0,https://stockanalysis.com/stocks/sm/forecast/,2026-02-10
revenue,2027,,,,https://stockanalysis.com/stocks/sm/forecast/,2026-02-10
revenue,2028,,,,https://stockanalysis.com/stocks/sm/forecast/,2026-02-10
