symbol,price,marketCap,beta,lastDividend,range,change,changePercentage,volume,averageVolume,companyName,currency,cik,isin,cusip,exchangeFullName,exchange,industry,website,description,ceo,sector,country,fullTimeEmployees,phone,address,city,state,zip,image,ipoDate,defaultImage,isEtf,isActivelyTrading,isAdr,isFund
BBCP,5.78,297522333,1.019,1,4.78-8.6,-0.01,-0.17271,145649,105444,"Concrete Pumping Holdings, Inc.",USD,0001703956,US2067041085,206704108,NASDAQ Capital Market,NASDAQ,Engineering & Construction,https://www.concretepumpingholdings.com,"Concrete Pumping Holdings, Inc. provides concrete pumping and waste management services in the United States and the United Kingdom. The company offers concrete pumping services to general contractors and concrete finishing companies in the commercial, infrastructure, and residential sectors under the Brundage-Bone and Camfaud brands; and industrial cleanup and containment services primarily to customers in the construction industry under the Eco-Pan brand. It also leases and rents concrete pumping equipment, pans, and containers. As of October 31, 2021, the company owned a fleet of approximately 820 boom pumps, 70 placing booms, 20 telebelts, 250 stationary pumps, and 90 waste management trucks. Concrete Pumping Holdings, Inc. was founded in 1983 and is headquartered in Thornton, Colorado.",Bruce F. Young,Industrials,US,1590,303 289 7497,500 East 84th Avenue,Thornton,CO,80229,https://images.financialmodelingprep.com/symbol/BBCP.png,2017-08-21,false,false,true,false,false
