low,average,median,high,lowChangePct,averageChangePct,medianChangePct,highChangePct,source,retrieved
595.0,595.0,595.0,595.0,18.0,18.0,18.0,18.0,https://stockanalysis.com/stocks/brk.b/forecast/,2026-02-12
