rating,action,priceTarget,priceTargetOld,priceTargetNew,upsidePct,date,source,retrieved
Strong Buy,Maintains,$593 → $595,593.0,595.0,18.0,2025-11-03,https://stockanalysis.com/stocks/brk.b/ratings/,2026-02-12
Strong Buy,Maintains,$597 → $593,597.0,593.0,17.61,2025-10-15,https://stockanalysis.com/stocks/brk.b/ratings/,2026-02-12
Strong Buy,Maintains,$595 → $597,595.0,597.0,18.4,2025-08-04,https://stockanalysis.com/stocks/brk.b/ratings/,2026-02-12
Strong Buy,Maintains,$591 → $595,591.0,595.0,18.0,2025-07-23,https://stockanalysis.com/stocks/brk.b/ratings/,2026-02-12
Strong Buy,Maintains,$606 → $591,606.0,591.0,17.21,2025-06-03,https://stockanalysis.com/stocks/brk.b/ratings/,2026-02-12
Strong Buy,Maintains,$557 → $606,557.0,606.0,20.19,2025-04-25,https://stockanalysis.com/stocks/brk.b/ratings/,2026-02-12
