date,symbol,reportedCurrency,fiscalYear,period,revenue,grossProfit,ebit,incomeBeforeTax,incomeTaxExpense,netIncome,weightedAverageShsOut,weightedAverageShsOutDil,ebitda
2025-12-31,NFLX,USD,2025,FY,45183036000.0,,13326603000.0,12722552000.0,1741351000.0,10981201000.0,4249512000.0,4343863000.0,13659992000.0
2024-12-31,NFLX,USD,2024,FY,39000966000.0,,10417614000.0,9965657000.0,1254026000.0,8711631000.0,429519000.0,439261000.0,10746528000.0
2023-12-31,NFLX,USD,2023,FY,33723297000.0,,6954003000.0,6205405000.0,797415000.0,5407990000.0,441571000.0,449498000.0,7310950000.0
2022-12-31,NFLX,USD,2022,FY,31615550000.0,,5632831000.0,5263929000.0,772005000.0,4491924000.0,444698000.0,451290000.0,5969513000.0
2021-12-31,NFLX,USD,2021,FY,29697844000.0,,6194509000.0,5840103000.0,723875000.0,5116228000.0,443155000.0,455372000.0,6402921000.0
2020-12-31,NFLX,USD,2020,FY,24996056000.0,,4585289000.0,,437954000.0,2761395000.0,440922000.0,454208000.0,4700999000.0
