metric,fiscalYear,high,avg,low,source,retrieved
revenue,2025,9200000000.0,8800000000.0,8500000000.0,https://stockanalysis.com/stocks/bhf/forecast/,2026-02-12
revenue,2026,9900000000.0,9100000000.0,8300000000.000001,https://stockanalysis.com/stocks/bhf/forecast/,2026-02-12
revenue,2027,,,,https://stockanalysis.com/stocks/bhf/forecast/,2026-02-12
revenue,2028,,,,https://stockanalysis.com/stocks/bhf/forecast/,2026-02-12
revenue,2029,,,,https://stockanalysis.com/stocks/bhf/forecast/,2026-02-12
