metric,fiscalYear,high,avg,low,source,retrieved
revenue,2026,22500000000.0,21500000000.0,20200000000.0,https://stockanalysis.com/stocks/lpla/forecast/,2026-02-12
revenue,2027,26200000000.0,24500000000.0,22900000000.0,https://stockanalysis.com/stocks/lpla/forecast/,2026-02-12
revenue,2028,,,,https://stockanalysis.com/stocks/lpla/forecast/,2026-02-12
revenue,2029,,,,https://stockanalysis.com/stocks/lpla/forecast/,2026-02-12
revenue,2030,,,,https://stockanalysis.com/stocks/lpla/forecast/,2026-02-12
