low,average,median,high,lowChangePct,averageChangePct,medianChangePct,highChangePct,source,retrieved
75.0,93.4,90.0,118.0,-24.32,-5.75,-9.18,19.07,https://stockanalysis.com/stocks/crox/forecast/,2026-02-12
