symbol,price,marketCap,beta,lastDividend,range,change,changePercentage,volume,companyName,currency,cik,isin,cusip,exchangeFullName,exchange,industry,website,ceo,sector,country,fullTimeEmployees,phone,address,city,state,zip,ipoDate,isEtf,isActivelyTrading,isAdr
PAYC,117.75,6470000000.0,0.8,1.5,104.90 - 267.76,,,1515786.0,"Paycom Software, Inc.",USD,0001590955,US70432V1026,70432V102,New York Stock Exchange,NYSE,Software - Application,https://paycom.com,Chad Richison,Technology,United States,7306,405-722-6900,7501 W. Memorial Road,Oklahoma City,OK,,,false,true,false
