metric,fiscalYear,high,avg,low,source,retrieved
revenue,2026,2400000000.0,2300000000.0,2200000000.0,https://stockanalysis.com/stocks/payc/forecast/,2026-02-12
revenue,2027,2700000000.0,2500000000.0,2300000000.0,https://stockanalysis.com/stocks/payc/forecast/,2026-02-12
revenue,2028,,,,https://stockanalysis.com/stocks/payc/forecast/,2026-02-12
revenue,2029,,,,https://stockanalysis.com/stocks/payc/forecast/,2026-02-12
revenue,2030,,,,https://stockanalysis.com/stocks/payc/forecast/,2026-02-12
