label,concept,2025-09-30,2025-06-30,2025-03-31,2024-09-30,2024-06-30,2024-03-31,2023-09-30,2023-06-30,2023-03-31,2022-09-30,2022-06-30,2022-03-31
Net Income Attributable to Noncontrolling Interest,us-gaap_NetIncomeLossAttributableToNoncontrollingInterest,2000000.0,10000000.0,-1000000.0,26000000.0,-16000000.0,20000000.0,-1000000.0,23000000.0,1000000.0,15000000.0,9000000.0,10000000.0
"Income (loss) from discontinued operations, net of tax",us-gaap_IncomeLossFromDiscontinuedOperationsNetOfTax,,,,,,,,,,0.0,0.0,0.0
Discontinued operations (in dollars per share),us-gaap_IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,,,,,,,,,,0.0,0.0,
Continuing operations (in dollars per share),us-gaap_IncomeLossFromContinuingOperationsPerBasicShare,,,,,,,,,,-2.58,-3.81,
Earnings per common share - Discontinued operations basic (in dollars per share),us-gaap_IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,,,,,,,,,,,,0.0
Earnings per common share - Discontinued operations diluted (in dollars per share),us-gaap_IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,,,,,,,,,,,,0.0
Earnings per common share - Continuing operations diluted (in dollars per share),us-gaap_IncomeLossFromContinuingOperationsPerDilutedShare,,,,,,,,,,,,2.24
Earnings per common share - Continuing operations basic (in dollars per share),us-gaap_IncomeLossFromContinuingOperationsPerBasicShare,,,,,,,,,,,,2.27
"Accident, health and other policy benefits (including remeasurement (gains) losses of $1, $0, $1 and $0)",all_AccidentAndHealthInsuranceContractBenefitsNetOfReinsuranceRecoveries,,,,317000000.0,,,,,,,,
Earnings Per Share (Basic),us-gaap_EarningsPerShareBasic,14.13,7.86,2.13,4.39,1.14,4.51,-0.16,-5.29,-1.31,-2.58,-3.81,2.27
Earnings Per Share (Diluted),us-gaap_EarningsPerShareDiluted,13.95,7.76,2.11,4.33,1.13,4.46,-0.16,-5.29,-1.31,-2.58,-3.81,2.24
Shares Outstanding (Basic),us-gaap_WeightedAverageNumberOfSharesOutstandingBasic,263100000.0,264600000.0,265300000.0,264600000.0,264100000.0,263500000.0,261800000.0,262600000.0,263500000.0,268700000.0,273800000.0,278100000.0
Shares Outstanding (Diluted),us-gaap_WeightedAverageNumberOfDilutedSharesOutstanding,266400000.0,267900000.0,268800000.0,268000000.0,267100000.0,266500000.0,261800000.0,262600000.0,263500000.0,268700000.0,273800000.0,281800000.0
