symbol,price,marketCap,beta,lastDividend,range,change,changePercentage,volume,companyName,currency,cik,isin,cusip,exchangeFullName,exchange,industry,website,ceo,sector,country,fullTimeEmployees,phone,address,city,state,zip,ipoDate,isEtf,isActivelyTrading,isAdr
QLYS,109.15,3910000000.0,0.57,,107.17 - 155.47,,,1153508.0,"Qualys, Inc.",USD,0001107843,US74758T3032,74758T303,Nasdaq Global Select Market,NASDAQ,Software - Infrastructure,https://qualys.com,Sumedh Thakar,Technology,United States,2575,650-801-6100,919 E. Hillsdale Blvd.,Foster City,CA,,,false,true,false
