low,average,median,high,lowChangePct,averageChangePct,medianChangePct,highChangePct,source,retrieved
21.0,22.8,22.0,25.0,28.76,39.79,34.89,53.28,https://stockanalysis.com/stocks/slde/forecast/,2026-02-12
