metric,fiscalYear,high,avg,low,source,retrieved
revenue,2026,1700000000.0,1600000000.0,1600000000.0,https://stockanalysis.com/stocks/brc/forecast/,2026-02-12
revenue,2027,1700000000.0,1700000000.0,1600000000.0,https://stockanalysis.com/stocks/brc/forecast/,2026-02-12
