low,average,median,high,lowChangePct,averageChangePct,medianChangePct,highChangePct,source,retrieved
85.0,92.0,98.0,100.0,3.82,12.37,19.7,22.14,https://stockanalysis.com/stocks/calm/forecast/,2026-02-12
