metric,fiscalYear,high,avg,low,source,retrieved
revenue,2026,67200000000.0,63700000000.0,60200000000.0,https://stockanalysis.com/stocks/all/forecast/,2026-02-10
revenue,2027,72300000000.0,67500000000.0,63000000000.0,https://stockanalysis.com/stocks/all/forecast/,2026-02-10
revenue,2028,,,,https://stockanalysis.com/stocks/all/forecast/,2026-02-10
revenue,2029,,,,https://stockanalysis.com/stocks/all/forecast/,2026-02-10
