metric,fiscalYear,high,avg,low,source,retrieved
revenue,2025,911500000.0,881500000.0,839200000.0,https://stockanalysis.com/stocks/hrmy/forecast/,2026-02-11
revenue,2026,1100000000.0,1000000000.0,946000000.0,https://stockanalysis.com/stocks/hrmy/forecast/,2026-02-11
revenue,2027,,,,https://stockanalysis.com/stocks/hrmy/forecast/,2026-02-11
revenue,2028,,,,https://stockanalysis.com/stocks/hrmy/forecast/,2026-02-11
revenue,2029,,,,https://stockanalysis.com/stocks/hrmy/forecast/,2026-02-11
revenue,2030,,,,https://stockanalysis.com/stocks/hrmy/forecast/,2026-02-11
