symbol,price,marketCap,beta,lastDividend,range,change,changePercentage,volume,companyName,currency,cik,isin,cusip,exchangeFullName,exchange,industry,website,ceo,sector,country,fullTimeEmployees,phone,address,city,state,zip,ipoDate,isEtf,isActivelyTrading,isAdr
HRMY,37.93,2180000000.0,0.84,,25.52 - 40.87,,,664582.0,"Harmony Biosciences Holdings, Inc.",USD,0001802665,US4131971040,413197104,Nasdaq Global Select Market,NASDAQ,Biotechnology,https://harmonybiosciences.com,Jeffrey Dayno,Healthcare,United States,268,484-539-9800,630 W Germantown Pike,Suite 215,,,,false,true,false
