metric,fiscalYear,high,avg,low,source,retrieved
revenue,2025,1800000000.0,1800000000.0,1700000000.0,https://stockanalysis.com/stocks/aciw/forecast/,2026-02-12
revenue,2026,2000000000.0,1900000000.0,1800000000.0,https://stockanalysis.com/stocks/aciw/forecast/,2026-02-12
revenue,2027,,,,https://stockanalysis.com/stocks/aciw/forecast/,2026-02-12
