label,concept,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Other Liabilities,us-gaap_OtherLiabilities,9160000000.0,8439000000.0,7056000000.0,4504000000.0,5011000000.0,5236000000.0
Total Liabilities,us-gaap_Liabilities,233513000000.0,231332000000.0,219542000000.0,243633000000.0,229781000000.0,211022000000.0
Long Term Debt,us-gaap_LongTermDebt,3155000000.0,3156000000.0,3156000000.0,3157000000.0,3436000000.0,4365000000.0
Deferred income tax liability,us-gaap_DeferredIncomeTaxLiabilitiesNet,,,0.0,1062000000.0,1620000000.0,1355000000.0
Deferred Tax Assets,us-gaap_DeferredIncomeTaxAssetsNet,1875000000.0,1893000000.0,1618000000.0,,,
"Other invested assets, principally at estimated fair value (net of allowance for credit losses of $13 and $13, respectively)",us-gaap_OtherInvestments,,4409000000.0,2852000000.0,3316000000.0,,
"Other invested assets, principally at estimated fair value",us-gaap_OtherInvestments,,,,,,3216000000.0
"Other invested assets, principally at estimated fair value (net of allowance for credit losses of $13 and $0, respectively)",us-gaap_OtherInvestments,,,,,3747000000.0,
Common Stock,us-gaap_CommonStockValue,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
Additional paid-in capital,us-gaap_AdditionalPaidInCapital,13927000000.0,14004000000.0,14075000000.0,14154000000.0,13878000000.0,12908000000.0
Retained Earnings,us-gaap_RetainedEarningsAccumulatedDeficit,-1119000000.0,-1507000000.0,-637000000.0,-642000000.0,-534000000.0,585000000.0
Accumulated Other Comprehensive Income/Loss,us-gaap_AccumulatedOtherComprehensiveIncomeLossNetOfTax,-5278000000.0,-5246000000.0,-5424000000.0,4172000000.0,5716000000.0,3240000000.0
Total Stockholders' Equity,us-gaap_StockholdersEquity,5024000000.0,5008000000.0,6038000000.0,16207000000.0,18088000000.0,16237000000.0
Total Liabilities and Stockholders' Equity,us-gaap_LiabilitiesAndStockholdersEquity,238537000000.0,236340000000.0,225580000000.0,259840000000.0,247869000000.0,227259000000.0
"Liability for Future Policy Benefit, after Reinsurance",us-gaap_LiabilityForFuturePolicyBenefitAfterReinsurance,,,,,44448000000.0,39686000000.0
"Preferred stock, par value per share",us-gaap_PreferredStockParOrStatedValuePerShare,,,,,0.01,
"Debt Securities, Available-for-sale",us-gaap_AvailableForSaleSecuritiesDebtSecurities,,,,,82495000000.0,
