date,symbol,reportedCurrency,fiscalYear,period,cashAndCashEquivalents,totalAssets,totalEquity,totalDebt,netDebt
2024-12-31,CB,USD,2024,FY,2549000000.0,246548000000.0,68394000000.0,14379000000.0,11830000000.0
2023-12-31,CB,USD,2023,FY,2621000000.0,230682000000.0,63691000000.0,13035000000.0,10414000000.0
2022-12-31,CB,USD,2022,FY,2012000000.0,199144000000.0,50540000000.0,14402000000.0,12390000000.0
2021-12-31,CB,USD,2021,FY,1659000000.0,200054000000.0,59714000000.0,15169000000.0,13510000000.0
2020-12-31,CB,USD,2020,FY,1747000000.0,190774000000.0,59441000000.0,14948000000.0,13201000000.0
2019-12-31,CB,USD,2019,FY,1537000000.0,176943000000.0,55331000000.0,13559000000.0,12022000000.0
