metric,fiscalYear,high,avg,low,source,retrieved
revenue,2026,282500000.0,275100000.0,259700000.0,https://stockanalysis.com/stocks/fc/forecast/,2026-02-07
revenue,2027,294100000.0,285200000.0,269500000.0,https://stockanalysis.com/stocks/fc/forecast/,2026-02-07
revenue,2028,,,,https://stockanalysis.com/stocks/fc/forecast/,2026-02-07
revenue,2029,,,,https://stockanalysis.com/stocks/fc/forecast/,2026-02-07
revenue,2030,,,,https://stockanalysis.com/stocks/fc/forecast/,2026-02-07
