low,average,median,high,lowChangePct,averageChangePct,medianChangePct,highChangePct,source,retrieved
135.0,166.67,170.0,199.0,-6.32,15.66,17.97,38.1,https://stockanalysis.com/stocks/gl/forecast/,2026-02-13
