low,average,median,high,lowChangePct,averageChangePct,medianChangePct,highChangePct,source,retrieved
285.0,306.62,312.0,322.0,-4.18,3.09,4.9,8.26,https://stockanalysis.com/stocks/trv/forecast/,2026-02-13
