metric,fiscalYear,high,avg,low,source,retrieved
revenue,2026,5500000000.0,5300000000.0,5200000000.0,https://stockanalysis.com/stocks/anf/forecast/,2026-02-12
revenue,2027,5900000000.0,5600000000.0,5300000000.0,https://stockanalysis.com/stocks/anf/forecast/,2026-02-12
revenue,2028,,,,https://stockanalysis.com/stocks/anf/forecast/,2026-02-12
