low,average,median,high,lowChangePct,averageChangePct,medianChangePct,highChangePct,source,retrieved
507.0,558.44,552.0,660.0,20.79,33.05,31.52,57.25,https://stockanalysis.com/stocks/mco/forecast/,2026-02-13
