metric,fiscalYear,high,avg,low,source,retrieved
revenue,2026,8300000000.000001,7500000000.0,6100000000.0,https://stockanalysis.com/stocks/lyft/forecast/,2026-02-12
revenue,2027,9300000000.0,8400000000.0,6600000000.0,https://stockanalysis.com/stocks/lyft/forecast/,2026-02-12
revenue,2028,,,,https://stockanalysis.com/stocks/lyft/forecast/,2026-02-12
revenue,2029,,,,https://stockanalysis.com/stocks/lyft/forecast/,2026-02-12
revenue,2030,,,,https://stockanalysis.com/stocks/lyft/forecast/,2026-02-12
