metric,fiscalYear,high,avg,low,source,retrieved
revenue,2025,3100000000.0,2900000000.0,2800000000.0,https://stockanalysis.com/stocks/ttd/forecast/,2026-02-08
revenue,2026,3600000000.0,3400000000.0,3000000000.0,https://stockanalysis.com/stocks/ttd/forecast/,2026-02-08
revenue,2027,,,,https://stockanalysis.com/stocks/ttd/forecast/,2026-02-08
revenue,2028,,,,https://stockanalysis.com/stocks/ttd/forecast/,2026-02-08
revenue,2029,,,,https://stockanalysis.com/stocks/ttd/forecast/,2026-02-08
revenue,2030,,,,https://stockanalysis.com/stocks/ttd/forecast/,2026-02-08
