low,average,median,high,lowChangePct,averageChangePct,medianChangePct,highChangePct,source,retrieved
25.0,43.07,45.0,65.0,-46.48,-7.79,-3.66,39.16,https://stockanalysis.com/stocks/intc/forecast/,2026-02-12
