label,concept,2025-11-30,2024-12-01,2023-11-26,2022-11-27,2021-11-28,2020-11-29
Adjustment of accumulated other comprehensive gain to retained earnings for available-for-sale securities,us-gaap_ReclassificationFromAccumulatedOtherComprehensiveIncomeCurrentPeriodNetOfTax,,,,0.0,,
Profit or Loss,us-gaap_ProfitLoss,578100000.0,210600000.0,249600000.0,569100000.0,553541000.0,-127141000.0
"Other comprehensive (loss) income , net of tax",us-gaap_OtherComprehensiveIncomeLossNetOfTax,27300000.0,-43600000.0,,,,
"Other comprehensive income, net of tax",us-gaap_OtherComprehensiveIncomeLossNetOfTax,,,30800000.0,-24400000.0,47059000.0,17984000.0
"Stock-based compensation and dividends, net (in shares)",us-gaap_StockIssuedDuringPeriodSharesShareBasedCompensation,1800000.0,2500000.0,,,,
"Stock-based compensation and dividends, net",us-gaap_AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,81600000.0,62600000.0,74400000.0,60700000.0,60069000.0,50947000.0
Employee stock purchase plan (in shares),us-gaap_StockIssuedDuringPeriodSharesEmployeeStockPurchasePlans,400000.0,400000.0,,,,
Employee stock purchase plan,us-gaap_StockIssuedDuringPeriodValueEmployeeStockPurchasePlan,7100000.0,7800000.0,9000000.0,9000000.0,7674000.0,8050000.0
"Accelerated share repurchase, including excise tax (in shares)",us-gaap_StockRepurchasedAndRetiredDuringPeriodShares,5600000.0,,,,,
"Accelerated share repurchase, including excise tax",us-gaap_StockRepurchasedAndRetiredDuringPeriodValue,121000000.0,,,,,
Repurchase of common stock (in shares),us-gaap_StockRepurchasedDuringPeriodShares,1600000.0,4800000.0,,,,
Repurchase of common stock,us-gaap_TreasuryStockValueAcquiredParValueMethod,30400000.0,90100000.0,8100000.0,173100000.0,88452000.0,56243000.0
Tax withholdings on equity awards,us-gaap_AdjustmentsRelatedToTaxWithholdingForShareBasedCompensation,21700000.0,24700000.0,22500000.0,29000000.0,109274000.0,
Shares surrendered for tax withholdings on equity awards,us-gaap_AdjustmentsRelatedToTaxWithholdingForShareBasedCompensation,,,,,,90628000.0
Cash dividends paid,us-gaap_DividendsCash,212900000.0,198500000.0,,,,
"Dividends, Cash",us-gaap_DividendsCash,,,190500000.0,174300000.0,104431000.0,63639000.0
Changes in ownership of noncontrolling interest,us-gaap_NoncontrollingInterestIncreaseFromSubsidiaryEquityIssuance,,,,,,16835000.0
