label,concept,2025-09-30,2025-06-30,2025-03-31,2024-09-30,2024-06-30,2024-03-31,2023-09-30,2023-06-30,2023-03-31,2022-09-30,2022-06-30,2022-03-31
Retirement of common stock/cancellation of shares,us-gaap_StockRepurchasedAndRetiredDuringPeriodValue,,,,,,,,,,27000000.0,49000000.0,155000000.0
Issuance of common stock,us-gaap_StockIssuedDuringPeriodValueNewIssues,0.0,825000000.0,,,,,,,,,,
Stock compensation/issued for benefit plans,us-gaap_StockIssuedDuringPeriodValueShareBasedCompensation,29000000.0,17000000.0,29000000.0,19000000.0,17000000.0,19000000.0,16000000.0,15000000.0,16000000.0,15000000.0,9000000.0,6000000.0
Net Income,us-gaap_NetIncomeLoss,445000000.0,699000000.0,-722000000.0,-528000000.0,895000000.0,1222000000.0,853000000.0,511000000.0,-881000000.0,-2574000000.0,238000000.0,104000000.0
Preferred stock dividends declared,us-gaap_DividendsPreferredStockCash,34000000.0,11000000.0,34000000.0,34000000.0,11000000.0,34000000.0,34000000.0,11000000.0,25000000.0,,,
Common stock dividends declared,us-gaap_DividendsCommonStockCash,89000000.0,89000000.0,79000000.0,80000000.0,80000000.0,79000000.0,79000000.0,78000000.0,78000000.0,77000000.0,78000000.0,79000000.0
"Other comprehensive income (loss), net of tax",us-gaap_OtherComprehensiveIncomeLossNetOfTax,553000000.0,-86000000.0,730000000.0,1687000000.0,-418000000.0,-475000000.0,-3376000000.0,-1350000000.0,2598000000.0,-4285000000.0,-5593000000.0,-5191000000.0
