metric,fiscalYear,high,avg,low,source,retrieved
revenue,2026,39200000000.0,34700000000.0,31500000000.0,https://stockanalysis.com/stocks/asml/forecast/,2026-02-07
revenue,2027,45500000000.0,39900000000.0,35200000000.0,https://stockanalysis.com/stocks/asml/forecast/,2026-02-07
revenue,2028,,,,https://stockanalysis.com/stocks/asml/forecast/,2026-02-07
revenue,2029,,,,https://stockanalysis.com/stocks/asml/forecast/,2026-02-07
revenue,2030,,,,https://stockanalysis.com/stocks/asml/forecast/,2026-02-07
