low,average,median,high,lowChangePct,averageChangePct,medianChangePct,highChangePct,source,retrieved
84.0,90.91,89.0,100.0,1.71,10.07,7.76,21.08,https://stockanalysis.com/stocks/byd/forecast/,2026-02-12
