metric,fiscalYear,high,avg,low,source,retrieved
revenue,2026,4500000000.0,4099999999.9999995,3400000000.0,https://stockanalysis.com/stocks/byd/forecast/,2026-02-08
revenue,2027,4600000000.0,4200000000.0,3500000000.0,https://stockanalysis.com/stocks/byd/forecast/,2026-02-08
