metric,fiscalYear,high,avg,low,source,retrieved
revenue,2026,3300000000.0,3100000000.0,2800000000.0,https://stockanalysis.com/stocks/calm/forecast/,2026-02-07
revenue,2027,3200000000.0,2800000000.0,2100000000.0,https://stockanalysis.com/stocks/calm/forecast/,2026-02-07
revenue,2028,,,,https://stockanalysis.com/stocks/calm/forecast/,2026-02-07
