metric,fiscalYear,high,avg,low,source,retrieved
revenue,2025,20000000000.0,19200000000.0,18600000000.0,https://stockanalysis.com/stocks/lnc/forecast/,2026-02-08
revenue,2026,21700000000.0,20300000000.0,19100000000.0,https://stockanalysis.com/stocks/lnc/forecast/,2026-02-08
revenue,2027,,,,https://stockanalysis.com/stocks/lnc/forecast/,2026-02-08
revenue,2028,,,,https://stockanalysis.com/stocks/lnc/forecast/,2026-02-08
