low,average,median,high,lowChangePct,averageChangePct,medianChangePct,highChangePct,source,retrieved
37.0,45.92,46.0,59.0,-9.02,12.91,13.11,45.07,https://stockanalysis.com/stocks/lnc/forecast/,2026-02-13
