fiscalYear,periodEnding,eps,epsGrowthPct,source,retrieved
2020,2020-12-31,2.56,-41.55,https://stockanalysis.com/stocks/lnc/forecast/,2026-02-13
2021,2021-12-31,19.96,679.86,https://stockanalysis.com/stocks/lnc/forecast/,2026-02-13
2022,2022-12-31,7.79,-60.99,https://stockanalysis.com/stocks/lnc/forecast/,2026-02-13
2023,2023-12-31,-4.92,,https://stockanalysis.com/stocks/lnc/forecast/,2026-02-13
2024,2024-12-31,18.41,,https://stockanalysis.com/stocks/lnc/forecast/,2026-02-13
2025,2025-12-31,7.98,-56.66,https://stockanalysis.com/stocks/lnc/forecast/,2026-02-13
2026,2026-12-31,8.11,1.6,https://stockanalysis.com/stocks/lnc/forecast/,2026-02-13
