symbol,price,marketCap,beta,lastDividend,range,change,changePercentage,volume,companyName,currency,cik,isin,cusip,exchangeFullName,exchange,industry,website,ceo,sector,country,fullTimeEmployees,phone,address,city,state,zip,ipoDate,isEtf,isActivelyTrading,isAdr
UPWK,18.93,2470000000.0,1.02,,11.13 - 22.84,,,3441314.0,"Upwork, Inc",USD,0001627475,US91688F1049,91688F104,Nasdaq Global Select Market,NASDAQ,Internet Content & Information,https://upwork.com,Hayden Brown,Communication Services,United States,600,650-316-7500,"530 Lytton Avenue, Suite 301",Palo Alto,CA,,,false,true,false
