metric,fiscalYear,high,avg,low,source,retrieved
revenue,2025,830400000.0,802700000.0,769200000.0,https://stockanalysis.com/stocks/upwk/forecast/,2026-02-07
revenue,2026,893100000.0,852900000.0,800900000.0,https://stockanalysis.com/stocks/upwk/forecast/,2026-02-07
revenue,2027,,,,https://stockanalysis.com/stocks/upwk/forecast/,2026-02-07
revenue,2028,,,,https://stockanalysis.com/stocks/upwk/forecast/,2026-02-07
revenue,2029,,,,https://stockanalysis.com/stocks/upwk/forecast/,2026-02-07
revenue,2030,,,,https://stockanalysis.com/stocks/upwk/forecast/,2026-02-07
