low,average,median,high,lowChangePct,averageChangePct,medianChangePct,highChangePct,source,retrieved
120.0,162.31,165.0,200.0,14.66,55.08,57.65,91.09,https://stockanalysis.com/stocks/nice/forecast/,2026-02-12
