metric,fiscalYear,high,avg,low,source,retrieved
revenue,2026,4600000000.0,4400000000.0,4099999999.9999995,https://stockanalysis.com/stocks/skyw/forecast/,2026-02-12
revenue,2027,4900000000.0,4500000000.0,4300000000.0,https://stockanalysis.com/stocks/skyw/forecast/,2026-02-12
revenue,2028,,,,https://stockanalysis.com/stocks/skyw/forecast/,2026-02-12
