low,average,median,high,lowChangePct,averageChangePct,medianChangePct,highChangePct,source,retrieved
75.0,104.0,105.0,120.0,-5.84,30.57,31.83,50.66,https://stockanalysis.com/stocks/ndaq/forecast/,2026-02-13
