fiscalYear,periodEnding,eps,epsGrowthPct,source,retrieved
2021,2021-12-31,2.35,26.34,https://stockanalysis.com/stocks/ndaq/forecast/,2026-02-13
2022,2022-12-31,2.26,-3.83,https://stockanalysis.com/stocks/ndaq/forecast/,2026-02-13
2023,2023-12-31,2.08,-7.97,https://stockanalysis.com/stocks/ndaq/forecast/,2026-02-13
2024,2024-12-31,1.93,-7.21,https://stockanalysis.com/stocks/ndaq/forecast/,2026-02-13
2025,2025-12-31,3.09,60.1,https://stockanalysis.com/stocks/ndaq/forecast/,2026-02-13
2026,2026-12-31,3.96,28.23,https://stockanalysis.com/stocks/ndaq/forecast/,2026-02-13
2027,2027-12-31,4.47,12.72,https://stockanalysis.com/stocks/ndaq/forecast/,2026-02-13
